alternative_txt,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,city,claim2,claim3,claimed,claimmode2,claimmode2_txt,claimmode3,claimmode3_txt,claimmode,claimmode_txt,compclaim,corp1,corp2,corp3,country,country_txt,eventid,gname2,gname3,gname,gsubname2,gsubname3,gsubname,guncertain1,guncertain2,guncertain3,iday,imonth,iyear,latitude,location,longitude,motive,multiple,natlty1,natlty1_txt,natlty2,natlty2_txt,natlty3,natlty3_txt,nkill,nkillter,nkillus,nperpcap,nperps,nwound,nwoundte,nwoundus,propcomment,property,propextent,propextent_txt,propvalue,provstate,region,region_txt,related,success,suicide,summary,target1,target2,target3,targsubtype1,targsubtype1_txt,targsubtype2,targsubtype2_txt,targsubtype3,targsubtype3_txt,targtype1,targtype1_txt,targtype2,targtype2_txt,targtype3,targtype3_txt
,3,Bombing/Explosion,,,,,Bastia,,,0,,,,,,,,A business in Corsica,,,69,France,200607020008,,,Unknown,,,,0,,,2,7,2006,42.697283,,9.450881,Unknown,1,69,France,,,,,0,0,0,,,0,0,0,A tax office was damaged in this attack.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200607020007,1,0,"07/02/2006: A bomb was planted outside a tax office in Corsica, France. No one claimed responsibility. No group claimed responsibility for the attack.",A tax office in Corsica,,,,,,,,,1,Business,,,,
,7,Facility/Infrastructure Attack,,,,,Marseille,,,1,,,,,1,Letter,-9,Union for a Popular Movement,,,69,France,200607030006,,,Unknown,,,,0,,,3,7,2006,43.296482,,5.36978,Unknown,0,69,France,,,,,0,0,0,,2,0,,0,The offices were almost completely destroyed.,1,4,Unknown,,Provence-Alpes-Cote d'Azur (Region),8,Western Europe,,1,0,"07/03/2006: The offices of the Union for a Popular Movement (UMP) were destroyed in Marseille, France by a gasoline incendiary device. There were no casualties. An unnamed far-left group claimed responsibility for the attack.","Union for a Popular Movement offices in Marseille, France",,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
Other Crime Type,3,Bombing/Explosion,,,,,Sant' Andrea d'Orcino,,,-9,,,,,,,-9,Civilians,,,69,France,200608060003,,,Unknown,,,,0,,,6,8,2006,42.047012,,8.807638,Unknown,0,69,France,,,,,0,0,0,,,0,0,0,,1,4,Unknown,,Corsica,8,Western Europe,,1,0,"08/06/2006: Around 1 pm local time, a bomb exploded in a villa in the district of Sant'Andrea d'Orcino near Ajaccio, France. There were no reported casualties. No claim of responsibility was reported.",an unoccupied private villa on the French Mediterranean island of Corsica,,,76,House/Apartment/Residence,,,,,14,Private Citizens & Property,,,,
,3,Bombing/Explosion,,,,,Bastia,,,0,,,,,,,,Courthouse,,,69,France,200609170001,,,Unknown,,,,0,,,17,9,2006,42.697283,,9.450881,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,One of the doors to the building was blown out.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"09/17/2008: An unidentified group planted a bomb in the annex of the Bastia, France courthouse in Corsica. No one was hurt but there was slight damage to the building. No claim of responsibility was reported.",Building,,,14,Judge/Attorney/Court,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,Local civilians,Cafe owned by Moroccan citizen,,69,France,200609220002,,,Unknown,,,,0,,,22,9,2006,41.919229,,8.738635,,0,69,France,136,Morocco,,,0,0,0,0,,1,0,0,"The explosion destroyed the entire cafe.  Adjaced buildings and cars were also damaged, especially the windows.  Debris was scattered all over the street.",1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"09/22/2006: A bomb exploded in a café in Ajaccio, Corsica. One person was injured.  No one claimed responsibility.",A young child sleeping in his home located near the cafe.,"A cafe in a neighborohod of Ajaccio, Corsica owned by a Moroccan citizen.",,,,2,Restaurant/Bar/Café,,,1,Business,1,Business,,
,3,Bombing/Explosion,,,,,Ghisonaccia,,,0,,,,,,,,Corsican Police Forces,,,69,France,200609280022,,,Unknown,,,,0,,,28,9,2006,42.016854,,9.403982,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,0,,,,Corsica,8,Western Europe,,0,0,"09/28/2006: An explosive device was found outside the garage door of a gendarme's home in Ghisonaccia, Corsica, France. The bomb failed to detonate. No group claimed responsibility in the attempted attack.",Two Gendarmes and their families.,,,25,Police Security Forces/Officers,,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,Police,,,69,France,200610010005,,,Unknown,,,,0,,,1,10,2006,41.919229,outskirts of Ajaccio,8.738635,Unknown,0,69,France,,,,,0,0,0,,,0,0,0,,1,4,Unknown,,Corsica,8,Western Europe,,1,0,"10/01/2006: A police van was damaged in a bomb attack in a garage on the outskirts of Ajaccio in Corsica. No group claimed responsibility for the attack, and no casualties were reported.",A small Gendarmerie van,,,23,Police Patrol (including vehicles and convoys),,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Furiani,,,0,,,,,,,,French Riot Police/Gendarmerie,,,69,France,200612100001,,,Unknown,,,,0,,,10,12,2006,42.657985,,9.414215,Suspected: Political independence,0,69,France,,,,,0,0,0,0,,0,0,0,"buildings, barracks",1,4,Unknown,,Corsica,8,Western Europe,,1,0,"12/10/2006: A car bomb set by unknown perptraitors exploded outside the gendarmerie barracks in Furiani, France, at 1300 hours [1200 gmt], causing very extensive damage. Nobody was injured and nobody has claimed responsibility for the attack.",gendarmerie barracks in Furiani,,,,,,,,,4,Military,,,,
,6,Hostage Taking (Kidnapping),,,,,Luz-Ardiden,,,1,,,,,1,Letter,0,Indiscriminant Spanish citizen,,,69,France,200612270005,,,Basque Fatherland and Freedom (ETA),,,,1,,,27,12,2006,42.885103,,-.062535,"They needed a vehicle in which to load 500 to 800 kg (1,102 to 1,763 lbs) of explosives for the car bomb attack in Madrid's Bajaras International Airport.",0,185,Spain,,,,,0,0,0,0,,0,0,0,,0,,,,Department of Hautes-Pyrenees,8,Western Europe,,1,0,"12/27/2006: A Spaniard was kidnapped by three men in Luz-Ardiden, France.  Authorities announced that the kidnappers were members of ETA, the Basque separatist group.","A Spanish man, native to Ordizia, Spain, who traveling in France for skiing and camping.",,,97,Tourist,,,,,18,Tourists,,,,
,3,Bombing/Explosion,,,,,Unknown,,,1,,,,,3,Call (pre-incident),-9,Private homes,Real estate office,,69,France,200704180006,,,Unknown,,,,0,,,18,4,2007,43.315674,"Three small villages of Ciboure, Guethary, and Saint-Jean-de-Luz",-.756412,Unknown,0,69,France,69,France,,,0,0,0,0,,0,0,0,Damage to two homes and a real estate office,1,3,Minor (likely < $1 million),,Pyrénées-Atlantiques,8,Western Europe,,1,0,"04/18/2007: Three bombs exploded and caused minor property damage and no casualties in the Basque Aquitaine region of France in the three small villages of Ciboure, Guethary, and Saint-Jean-de-Luz. An anonymous call was made to emergency services one hour before the bombs simultaneously exploded, damaging two homes and a real estate office. There was no claim of responsibility.",Private homes in the Basque Aquitaine region,Real estate office in Basque Aquitaine region,,76,House/Apartment/Residence,8,Hotel/Resort,,,14,Private Citizens & Property,1,Business,,
,3,Bombing/Explosion,,,,,Bastia,,,0,,,,,,,,French local government,,,69,France,200704210008,,,Corsican National Liberation Front (FLNC),,,,1,,,21,4,2007,42.697283,,9.450881,,1,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200704210009,1,0,"04/21/2007: A bomb exploded at the Office of Maritime Affairs in Bastia, Corsica.  No one was injured.  No one claimed responsibility.  Officials suspect Corsican separatists.","The Office of Maritime Affairs in Bastia, Corsica.",,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Bastia,,,0,,,,,,,,French local government,Innocent civilian,,69,France,200704210009,,,Corsican National Liberation Front (FLNC),,,,1,,,21,4,2007,42.697283,,9.450881,,1,69,France,69,France,,,0,0,0,0,,1,0,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200704210008,1,0,"04/21/2007: A bomb exploded outside a tax office in Bastia, Corsica.  One man was injured.  No one claimed responsibility.  Officials suspect Corsican separatists.","A tax office in Bastia, Corsica.",A 22-year old man was walking near the incident and was minorly injured.,,21,Government Building/Facility/Office,67,Unnamed Civilian/Unspecified,,,2,Government (General),14,Private Citizens & Property,,
,3,Bombing/Explosion,,,,,L'Ile-Rousse,,,0,,,,,,,,French theater,,,69,France,200706110039,,,Unknown,,,,0,,,11,6,2007,42.63651,,8.937046,Unknown,0,69,France,,,,,0,0,0,,,0,0,0,The substance that made up the IED caused the building to catch on fire.,1,2,Major (likely > $1 million but < $1 billion),,Corsica,8,Western Europe,,1,0,"06/11/2007: The Fogatta cinema was destroyed when an improvised explosive device (IED) planted by an unknown number of unknown perpetrators detonated inside the theater just before midnight in Ile Rousse, Balagne Region, Corsica, France.  No claim of responsibility was reported.",The Fogatta cinema,,,11,Entertainment/Cultural/Stadium/Casino,,,,,1,Business,,,,
Other Crime Type,3,Bombing/Explosion,,,,,Guethary,,,0,,,,,,,,Unknown,,,69,France,200707030006,,,Unknown,,,,0,,,3,7,2007,43.421216,Two Houses,-1.609933,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,French Basque (Region),8,Western Europe,,1,0,"07/03/2007: Two houses exploded in the southern town of Guethary, France. The government blamed the bombing on the ETA (Euskadi Ta Askatasuna).  No one was injured in the attack.  No claim of responsibility was reported.",Two houses in Guethary,,,76,House/Apartment/Residence,,,,,14,Private Citizens & Property,,,,
,6,Hostage Taking (Kidnapping),,,,,Messanges,,,0,,,,,,,,Spanish Vacationers in France,,,69,France,200708240039,,,Basque Fatherland and Freedom (ETA),,,,0,,,24,8,2007,43.81466,,-1.37825,The perpetrators needed to use the victims' van for a car bomb attack.,0,185,Spain,,,,,0,0,0,0,,3,0,0,,0,,,,Landes Department,8,Western Europe,,1,0,"08/24/2007: Three individuals, consisting of a couple and their child, were kidnapped in Messanges, Aquitaine, France. The perpetrators intended to use their vehicle in a car-bomb attack.  Authorities suspect the Basque separatist group, ETA.","A couple and their child were camping on the beach in Messanges, France.",,,67,Unnamed Civilian/Unspecified,,,,,14,Private Citizens & Property,,,,
,2,Armed Assault,,,,,Linguizzetta,,,0,,,,,,,,Imam,,,69,France,200708280039,,,Unknown,,,,0,,,28,8,2007,42.264382,,9.473672,Unknown,0,136,Morocco,,,,,0,0,0,0,,0,0,0,,0,,,,Corsica,8,Western Europe,,0,0,"08/28/2007: Shots were fired at an Imam in Linguizetta, Corsica. No casualties were reported and the perpetrator of this incident was unknown.",Unknown,,,85,Religious Figure,,,,,15,Religious Figures/Institutions,,,,
,7,Facility/Infrastructure Attack,,,,,Ajaccio,,,0,,,,,,,,Judicial Court,,,69,France,200711140020,,,Unknown,,,,0,,,14,11,2007,41.919229,,8.738635,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,Furniture was damaged,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"11/14/2007: Unknown gunmen attacked a court in Ajaccio, Corsica, with machine guns. No one was hurt. No group claimed responsibility for the attack.",Building,,,14,Judge/Attorney/Court,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Olmeto,,,0,,,,,,,,Unknown,,,69,France,200711140021,,,Unknown,,,,0,,,14,11,2007,41.716815,,8.917616,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,0,,,,Corsica,8,Western Europe,,0,0,"11/14/2007: Two retired teachers from mainland France found a 20-kilo bomb planted outside their house in Olmento, Corsica. The bomb was safely disposed of by authorities. No group claimed responsibility for the attempted attack.",Civilians,,,67,Unnamed Civilian/Unspecified,,,,,14,Private Citizens & Property,,,,
,1,Assassination,,,,,Capbreton,,,1,,,,,1,Letter,-9,Spanish security Forces,,,69,France,200712010004,,,Basque Fatherland and Freedom (ETA),,,,0,,,1,12,2007,43.63786,,-1.420948,Unknown,0,185,Spain,,,,,2,0,0,0,,0,0,0,,0,,,,Landes (Department),8,Western Europe,,1,0,"12/01/2007: Euskadi ta Askatasuna (ETA) claimed responsibility for the assassination of two Spanish civil guardsmen in southwest France on December 1st, in a communiqué sent to the Basque Daily fourteen days later.","Civil guardsmen in Capbreton, France.",,,25,Police Security Forces/Officers,,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Paris,,,0,,,,,,,,Law Firm office building,,,69,France,200712060001,,,Unknown,,,,0,,,6,12,2007,48.856614,,2.352222,Unknown,0,69,France,,,,,1,0,0,0,,1,0,0,,0,,,,Paris,8,Western Europe,,1,0,"12/06/2007: A parcel bomb went off in Paris, France, killing an office worker. The perpetrator was unknown. The French Interior Ministry reported that another person was seriously hurt in the incident. The blast occurred at a building housing French president Nicolas Sarkozy's old law firm.",Secretary,,,,,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,"A Villa in Ajaccio, Corsica",,,69,France,200712080005,,,Unknown,,,,0,,,8,12,2007,41.919229,,8.738635,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"12/08/2007: A villa belonging to a doctor from mainland France was destroyed in a daylight bomb attack in the island of Corsica, France. There were no casualties and no claim for the responsibility of the attack.",A villa belonging to a doctor from mainland France.,,,76,House/Apartment/Residence,,,,,14,Private Citizens & Property,,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,French local police,,,69,France,200712200002,,,Corsican National Liberation Front (FLNC),,,,1,,,20,12,2007,41.919229,,8.738635,,1,69,France,,,,,0,0,0,0,,0,0,0,The blast caused minor damage to parked cars and walls.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200712200003,1,0,"12/20/2007: A bomb exploded in the courtyard of the police headquarters in Ajaccio, Corsica.  No one was injured.  Though no one claimed responsibility, authorities suspect Corsican separatists.","The explosion occurred in the courtyard of the police headquarters in Ajaccio, Corsica.",,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,French local government,,,69,France,200712200003,,,Corsican National Liberation Front (FLNC),,,,1,,,20,12,2007,41.919229,,8.738635,,1,69,France,,,,,0,0,0,0,,1,0,0,The blast destroyed the offices of the building.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200712200002,1,0,"12/20/2007: A bomb exploded outside the offices of a government equipment department in Ajaccio, Corsica.  One person was injured.  Though no one claimed responsibility, authorities suspect Corsican separatists.","The offices of a government equipment department in Ajaccio, Corsica.",,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,French local police,Innocent civilians,,69,France,200712230003,,,Corsican National Liberation Front (FLNC),,,,1,,,23,12,2007,41.919229,,8.738635,,1,69,France,69,France,,,0,0,0,0,,2,0,0,Windows of homes nearby were blown out.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200712230004,1,0,"12/23/2007: A bomb exploded outside police barracks in Ajaccio, Corsica. Two people were injured.  Though no one claimed responsibility, officials suspect Corsican separatist groups.","The explosion occurred outside of the police barracks in Ajaccio, Corsica.",Innocent bystanders near the explosion.,,22,"Police Building (headquarters, station, school)",67,Unnamed Civilian/Unspecified,,,3,Police,14,Private Citizens & Property,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,French government,,,69,France,200712230004,,,Corsican National Liberation Front (FLNC),,,,1,,,23,12,2007,41.919229,,8.738635,,1,69,France,,,,,0,0,0,0,,0,0,0,"According to authorities, the treasury building was seriously damaged.",1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200712230003,1,0,"12/23/2007: A bomb exploded outside the treasury building in Ajaccio, Corsica. No one was injured.  Though no one claimed responsibility, officials suspect Corsican separatist groups.","The treasury building in Ajaccio, Corsica.",,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,Bank in Corsica,,,69,France,200801100003,,,Unknown,,,,0,,,10,1,2008,41.919229,,8.738635,Unknown,0,69,France,,,,,0,0,0,,,0,0,0,,1,4,Unknown,-99,Corsica,8,Western Europe,,0,0,01/10/2008:  A bank in Ajaccio was damaged in a bomb attack.  Bank branches are frequently targeted in attacks attributed to underground separatists’ movements.  There were no deaths or injuries from the attack.  No group claimed responsibility for the attack.,Banque Populaire branch,,,3,Bank/Commerce,,,,,1,Business,,,,
Other Crime Type,3,Bombing/Explosion,,,,,Montesorro,,,0,,,,,,,,Credit Agricole,,,69,France,200801160015,,,Unknown,,,,0,,,16,1,2008,42.676389,Attack occurred in Montesorro near Bastia,9.43571,Unknown,0,69,France,,,,,0,,0,,,0,,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,01/16/2008:  Unknown perpetrators detonated a bomb next to a bank near Bastia on Corsica Island.  The attack did not kill or injure anyone however it did cause great damage to the bank.,Montesorro bank branch,,,3,Bank/Commerce,,,,,1,Business,,,,
Other Crime Type,3,Bombing/Explosion,,,,,Moriani,,,0,,,,,,,,Credit Agricole,,,69,France,200801170004,,,Unknown,,,,0,,,17,1,2008,42.374887,Attack occurred in Moriani south of Bastia,9.529963,Unknown,0,69,France,,,,,0,,0,,,0,,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"01/17/2008:  Unknown perpetrators detonated a bomb at about 2 am next to a bank in Moriani, south of Bastia, on Corsica Island.  The attack did not kill or injure anyone however it caused damage to the Credit Agricole bank branch. Their motive was not known.",Moriani bank branch,,,3,Bank/Commerce,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Sartene,,,-9,,,,,,,-9,Banks,,,69,France,200801210006,,,Unknown,,,,0,,,21,1,2008,41.621822,,8.97472,Unknown,0,69,France,,,,,0,0,0,,,0,,0,,1,2,Major (likely > $1 million but < $1 billion),,Corsica,8,Western Europe,,1,0,01/21/2008:  Unknown perpetrators set off bombs at two banks in Sartene on Corsica Island.  The attack killed and injured no one but caused significant property damage.,Credit Lyonnais and Credit Agricole,,,3,Bank/Commerce,,,,,1,Business,,,,
,7,Facility/Infrastructure Attack,,,,,Toulouse,,,0,,,,,,,,Colomiers mosque,,,69,France,200804200018,,,LW,,,,0,,,20,4,2008,43.604652,"The arson attack took place at a mosque in Toulouse, Alsace province, France.",1.444209,The arson attack was suspected to be hate motivated.,0,69,France,,,,,0,0,0,10,10,0,0,0,The entrance hall of the Colomiers mosque was burned and the room reserved for ritual washing was sacked.,1,3,Minor (likely < $1 million),,Alsace,8,Western Europe,,1,0,"04/20/2008: On Sunday before dawn, a group of ten neo-Nazis, named ""LW,"" burned a mosque in Toulouse, Alsace province, France. The entrance hall of the Colomiers mosque was burned after the culprits set fire to an indoor trash can. The room reserved for ritual washing was also sacked. No casualties were reported and no claim of responsibility was made for the incident.",The Colomiers mosque,,,86,Place of Worship,,,,,15,Religious Figures/Institutions,,,,
Other Crime Type,7,Facility/Infrastructure Attack,,,,,Pianottoli-Caldarello,,,0,,,,,,,,,,,69,France,200805170002,,,Unknown,,,,0,,,17,5,2008,41.491868,"The arson attack took place in Corsa du Sud, Corsica, France.",9.055051,The specific motive for the attack is unknown.,0,69,France,,,,,0,0,0,0,-99,0,0,0,The house was destroyed from the arson attack.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"05/17/2008: On Saturday night at 23:20, a fire set by unknown perpetrators destroyed an unoccupied second home belonging to a couple from mainland France in Pianotolli-Caldarello, Corsica, France. The anti-terrorist section of the Porto-Vecchio investigation unit investigated the arson attack but no claim of responsibility was made for the incident and no casualties were reported.",An unoccupied second home belonging to a couple from mainland France,,,76,House/Apartment/Residence,,,,,14,Private Citizens & Property,,,,
,8,Unarmed Assault,,,,,Paris,,,0,,,,,,,,,,,69,France,200806210011,,,Unknown,,,,0,,,21,6,2008,48.856614,"The attack occurred in Paris, Ile de France, France.",2.352222,The attack was anti-Semitic.,0,69,France,,,,,0,0,0,0,-99,1,0,0,,0,,,,Ile de France,8,Western Europe,,1,0,"06/21/2008: On Saturday, Rudy Haddad, a Jewish man, was attacked and beaten by an unknown number of African youths in Paris, Ile de France, France. The attack was anti-Semitic. No group claimed responsibility.",Rudy Haddad,,,68,Named Civilian,,,,,14,Private Citizens & Property,,,,
,3,Bombing/Explosion,,,,,Arcangues,,,0,,,,,,,,,,,69,France,200808080002,,,Unknown,,,,0,,,8,8,2008,43.436384,"The attempted bombing attack took place at a holiday resort near the town of Arcangues in the Basque region of Pyrenees Atlantiques province, southwestern France.",-1.521339,The specific motive for the attack is unknown.,1,69,France,,,,,0,0,0,0,-99,0,0,0,,0,,,,Pyrenees Atlantiques,8,Western Europe,"200808080003, 200808080004",0,0,"08/08/2008: On Friday night, French police located and safely defused an improvised explosive device planted at a holiday resort near the town of Arcangues in the Basque region of Pyrenees Atlantiques province, southwestern France. Police received an anonymous call at around 0400 warning of five explosive devices in the region, however, only three bombs were found. The makeshift bomb contained a plastic container full of petrol.",A holiday resort,,,8,Hotel/Resort,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Lartigot,,,0,,,,,,,,TGV Train,,,69,France,200808080003,,,Unknown,,,,0,,,8,8,2008,43.547424,"The attempted bombing attack took place on a TGV high speed train traveling between Boucau and Ondres near the town of Landes in Poitou Charentes province, France.",-1.475817,The specific motive for the attack is unknown.,1,69,France,,,,,0,0,0,0,-99,0,0,0,,0,,,,Poitou Charentes,8,Western Europe,"200808080002, 200808080004",0,0,"08/08/2008: On Friday night, French police located and safely defused an improvised explosive device planted on a TGV high speed train traveling between Boucau and Ondres near the town of Landes in Poitou Charentes province, France. Police received an anonymous call at around 0400 warning of five explosive devices in the region, however, only three bombs were found. The makeshift bomb planted on the rail line contained a gas canister and was equipped with a detonator.",A TGV High Speed train,,,100,Train/Train Tracks/Trolley,,,,,19,Transportation,,,,
,3,Bombing/Explosion,,,,,Arcangues,,,0,,,,,,,,,,,69,France,200808080004,,,Unknown,,,,0,,,8,8,2008,43.436384,"The attempted bombing attack took place at the Arcangues tourist center in the town of Arcangues in the Basque region of Pyrenees Atlantiques province, southwestern France.",-1.521339,The specific motive for the attack is unknown.,1,69,France,,,,,0,0,0,0,-99,0,0,0,,0,,,,Pyrenees Atlantiques,8,Western Europe,"200808080002, 200808080003",0,0,"08/08/2008: On Friday night, French police located and safely defused an improvised explosive device planted at the Arcangues tourist center in the town of Arcangues in the Basque region of Pyrenees Atlantiques province, southwestern France. Police received an anonymous call at around 0400 warning of five explosive devices in the region, however, only three bombs were found.",The Arcangues tourist center,,,95,Tourism Travel Agency,,,,,18,Tourists,,,,
,3,Bombing/Explosion,,,,,Paris,,,1,,,,,1,Letter,,Printemps Department Store,,,69,France,200812160004,,,Afghan Revolutionary Front,,,,0,,,16,12,2008,48.856614,"The attack took place at the Printemps department store in Paris, Ile de France, France.",2.352222,The Afghan Revolutionary Front planted the bomb as a warning to France that they need to withdraw from Afghanistan.,0,69,France,,,,,0,0,0,0,-99,0,0,0,,0,,,,Ile de France,8,Western Europe,,0,0,"12/16/2008: On Tuesday morning, at 1100, a group calling itself the Afghan Revolutionary Front planted a bundle of dynamite in the third floor restroom of the menswear department inside the Printemps department store in Paris, Ile de France, France. The group sent a letter to police saying several bombs were planted in the department store and that they demanded that France withdraw from Afghanistan. No casualties or damages resulted from the attempted bombing.",The Printemps department store,,,7,Retail/Grocery/Bakery,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Capbreton,,,0,,,,,,,,European Center for Sports Rehabilitation,,,69,France,200812250009,,,Unknown,,,,0,,,25,12,2008,43.63786,"The attack took place at the European Center for Sports Rehabilitation in the resort town of Capbreton, Aquitaine, France.",-1.420948,The specific motive for the attack is unknown.,0,69,France,,,,,0,0,0,0,-99,0,0,0,,0,,,,Aquitaine,8,Western Europe,,0,0,"12/25/2008: On Thursday, mine clearance officers defused an explosive device found at the European Center for Sports Rehabilitation in the resort town of Capbreton, Aquitaine, France. Sixty patients were evacuated from the center after a patient reported finding the homemade bomb. The bomb contained a clock and two bottles of liquid, one contained gasoline while the other sodium chlorate. No casualties or damages were reported in the attempted bombing and no group claimed responsibility.",The European Center for Sports Rehabilitation,,,6,Medical/Pharmaceutical,,,,,1,Business,,,,
,3,Bombing/Explosion,7,Facility/Infrastructure Attack,,,Anglet,,,0,,,,,,,,Anglet Real-Estate Agency,,,69,France,200812250010,,,Unknown,,,,0,,,25,12,2008,43.481402,"The attack took place at a real-estate agency in Anglet, France.",-1.514699,The bombing was in response to the real estate office selling Basque land.,0,69,France,,,,,0,0,0,0,-99,0,0,0,The attack caused an unknown amount of property damage.,1,4,Unknown,,,8,Western Europe,,1,0,"12/25/2008: On Thursday morning, a bomb exploded at a real-estate agency in the town of Anglet in southwest France. The phrase ""Basque country is not for sale"" was spray painted across the building facade. The bomb went off before dawn and did not cause in casualties. The amount of damage done to the building was not reported. No group claimed responsibility for the attack.",A real-estate agency,,,,,,,,,1,Business,,,,
,7,Facility/Infrastructure Attack,,,,,Toulouse,,,0,,,,,,,,,,,69,France,200901050014,,,Unknown,,,,0,,,5,1,2009,43.604652,The attack took place in Toulouse.,1.444209,The specific motive for the attack is unknown.,0,69,France,,,,,0,0,0,0,-99,0,0,0,The attack caused an unknown amount of property damage.,1,3,Minor (likely < $1 million),,Midi Pyrenees,8,Western Europe,,1,0,"01/05/2009: On Monday, in Toulouse, France, a car that was set on fire with petrol bombs was pushed into the door of the a synagogue. About a dozen people were inside the synagogue at the time but nobody was hurt and the building only suffered slight damage. Police found unexploded petrol bombs inside a second car, which did not catch on fire. No motive was reported and no group claimed responsibility.",The synagogue was the target.,,,86,Place of Worship,,,,,15,Religious Figures/Institutions,,,,
,7,Facility/Infrastructure Attack,,,,,Saint-Denis,,,0,,,,,,,,,,,69,France,200901110002,,,Unknown,,,,0,,,11,1,2009,48.936192,The attack took place in Saint Dennis.,2.357411,The specific motive for the attack is unknown.,0,69,France,69,France,,,0,0,0,0,-99,0,0,0,The attack caused an unknown amount of property damage.,1,4,Unknown,,Ile de France,8,Western Europe,,1,0,"01/11/2009: On Sunday, in Saint-Denis, France, unknown assailants hurled two firebombs at a synagogue, setting fire to a pizzeria on the ground floor at Chabad House Ohr Manahem next door. No casualties or damage was reported. No group claimed responsibility.",A synagogue was the target.,A kosher restaurant was the target.,,86,Place of Worship,2,Restaurant/Bar/Café,,,15,Religious Figures/Institutions,1,Business,,
Other Crime Type,2,Armed Assault,,,,,Fontenay-sous-Bois,,,0,,,,,,,,,,,69,France,200901120004,,,Unknown,,,,0,,,15,1,2009,48.851542,The attack took place in  Fontenay-sous-Bois.,2.475907,The specific motive for the attack is unknown.,0,69,France,,,,,0,0,0,0,-99,1,0,0,It is unknown if the attack caused any property damage.,-9,4,Unknown,,Ile de France,8,Western Europe,,1,0,"01/15/2009: On Thursday evening, in the suburban town of Fontenay-sous-Bois east of Paris (Ile de France), masked thieves attacked a young man wearing a Jewish symbol, stabbing him four times with a knife during an attempt to steal his vehicle. No damage was reported and no group claimed responsibility. France has experienced a clear increase in anti-Semitic and anti-Muslim attacks since Israel began an assault against Hamas in Gaza on 12/27/2009.",A jewish civilian was the target.,,,69,Religion Identified,,,,,14,Private Citizens & Property,,,,
,3,Bombing/Explosion,,,,,Bastia,,,0,,,,,,,,,,,69,France,200901270024,,,Unknown,,,,0,,,27,1,2009,42.697283,The attack took place in Bastia.,9.450881,The specific motive for the attack is unknown.,0,69,France,,,,,0,0,0,0,-99,0,0,0,The attack caused an unknown amount of property damage.,1,4,Unknown,,Corsica,8,Western Europe,,1,0,"01/27/2009: On Tuesday, in Bastia, Corsica, France, assailants fired a rocket at a police station, causing damage to three vehicles in the adjacent parking lot. No casualties were reported. No motive was reported and no group claimed responsibility.",The police station was the target.,,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
